songs,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Have You Ever Needed Someone So Bad,Def Leppard,0.497,0.726,4,-8.335,1,0.0272,0.0489,8.99e-06,0.049,0.735,136.792
Pimp Juice,Nelly,0.813,0.658,9,-8.997,1,0.0714,0.205,0.000138,0.161,0.571,74.432
Why Can t This Be Love,Van Halen,0.531,0.626,0,-13.371,1,0.0452,0.0606,0,0.0767,0.746,88.236
You're Just The Right Size,Salsoul Orchestra,0.646,0.836,7,-11.476,0,0.0475,0.0218,0.8,0.245,0.862,115.487
High On Love,The Knickerbockers,0.769,0.775,7,-6.319,0,0.145,0.00952,0.00398,0.367,0.145,125.191
This Man Is Mine,Heart,0.636,0.537,9,-14.834,1,0.0589,0.378,0,0.0333,0.657,127.234
Only You Know And I Know,Dave Mason,0.564,0.759,5,-10.021,1,0.0272,0.0439,6.5e-05,0.589,0.919,116.389
Stepping Stone,Lari White,0.616,0.684,7,-6.032,1,0.311,0.0305,0,0.376,0.312,179.503
I Can't Stay Away From You,The Impressions,0.648,0.253,1,-11.456,1,0.0296,0.53,0,0.0773,0.503,81.034
How Can You Mend A Broken Heart,Bee Gees,0.458,0.421,4,-6.96,1,0.0403,0.504,2.53e-05,0.0705,0.368,146.598
Heart And Soul,The Monkees,0.457,0.667,5,-8.723,1,0.0361,0.405,0,0.092,0.6,179.853
Silhouettes,Herman's Hermits,0.479,0.759,8,-6.82,1,0.0385,0.0137,0,0.093,0.574,164.997
Come With Me,Shai,0.876,0.565,11,-6.569,0,0.0333,0.16,0.0284,0.114,0.931,111.936
Down To The Line,Bachman-Turner Overdrive,0.482,0.85,4,-4.945,1,0.0505,0.0166,0,0.495,0.796,123.796
Where Do You Come From,Elvis Presley,0.282,0.169,0,-17.359,1,0.0385,0.915,3.91e-05,0.165,0.146,102.039
She Won t Talk To Me,Luther Vandross,0.764,0.857,1,-6.58,0,0.0371,0.226,0,0.102,0.968,116.923
Call Me Lightning,The Who,0.306,0.925,7,-4.004,1,0.18,0.0231,1.91e-05,0.504,0.638,176.656
Turn Back The Hands Of Time,Tyrone Davis,0.563,0.655,6,-6.399,1,0.032,0.168,0,0.0484,0.866,117.794
So Far Away,Hank Jacobs,0.407,0.896,6,-2.935,1,0.063,0.012,0,0.196,0.156,138.697
Ready,Cat Stevens,0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.129,77.027
Don't Lie,The Black Eyed Peas,0.63,0.777,9,-5.252,1,0.196,0.17,0,0.0597,0.613,89.81
Love,Keyshia Cole,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
Dear Heart,Jack Jones,0.655,0.278,5,-12.914,0,0.0343,0.979,4.74e-05,0.276,0.859,92.995
The Salt In My Tears,Martin Briley,0.604,0.748,9,-5.243,1,0.0379,0.0502,1e-05,0.147,0.849,121.221
Call Me Irresponsible,Frank Sinatra,0.607,0.347,7,-12.241,1,0.0369,0.695,0,0.121,0.644,125.485
You And I,Eddie Rabbitt And Crystal Gayle,0.698,0.285,0,-7.632,1,0.0553,0.927,0,0.0883,0.53,135.027
We've Got To Get It On Again,The Addrisi Brothers,0.415,0.5,8,-12.591,1,0.0478,0.305,0,0.0903,0.561,82.693
Hello Young Lovers,Paul Anka,0.587,0.381,5,-12.38,0,0.048,0.883,0.000834,0.11,0.617,107.9
Please Return Your Love To Me,The Temptations,0.446,0.349,7,-11.99,1,0.0425,0.711,0,0.0601,0.85,163.446
Don't Cross The River,America,0.572,0.726,2,-10.372,1,0.0347,0.0463,2.8e-05,0.175,0.694,97.447
So Sad (To Watch Good Love Go Bad),The Everly Brothers,0.618,0.303,9,-12.19,1,0.0343,0.55,3.73e-06,0.0899,0.403,109.775
Dilemma,Nelly Featuring Kelly Rowland,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189
"No More ""I Love You's""",Annie Lennox,0.372,0.57,3,-7.305,1,0.0305,0.517,2.57e-06,0.141,0.234,179.907
Anything,Jaheim Featuring Next,0.768,0.908,5,-5.014,0,0.0486,0.184,0.546,0.0583,0.423,120.042
Any Other Night,Sharissa,0.732,0.517,4,-7.901,0,0.0846,0.134,1.47e-06,0.104,0.595,76.991
Move Ya Body,Nina Sky,0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057
Easy For You To Say,Linda Ronstadt,0.546,0.761,6,-11.301,1,0.0482,0.0751,0,0.17,0.727,149.873
Pickin' Wildflowers,Keith Anderson,0.561,0.716,8,-3.341,1,0.0291,0.0353,0,0.122,0.667,152.089
Tell Me,Bobby Valentino,0.66,0.76,2,-5.726,1,0.0787,0.291,0,0.632,0.394,127.984
Hungry Like The Wolf,Duran Duran,0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568
Stuck,Stacie Orrico,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765
A Perfect Love,Frankie Avalon,0.377,0.0647,11,-21.01,0,0.0426,0.989,0.944,0.0973,0.0659,112.382
Peek-A-Boo,The New Vaudeville Band,0.839,0.902,1,-3.612,0,0.0536,0.0868,0.00257,0.272,0.639,114.953
Miracles,Stacy Lattisaw,0.721,0.718,7,-6.916,1,0.0431,0.00146,0.00013,0.12,0.343,96.48
"Green, Green",New Christy Minstrels,0.623,0.784,10,-5.839,1,0.0541,0.00904,0.000295,0.174,0.632,151.744
Daytime Friends,Kenny Rogers,0.455,0.749,7,-12.006,1,0.0343,0.512,0,0.0513,0.794,147.116
People In Love,10cc,0.492,0.369,0,-13.376,1,0.0309,0.17,0.000598,0.112,0.461,117.576
32 Flavors,Alana Davis,0.492,0.484,8,-9.812,1,0.0658,0.245,0.0128,0.128,0.146,91.395
Malaguena,Connie Francis,0.204,0.921,4,-6.888,0,0.0543,0.0261,0.00128,0.0769,0.686,172.525
If You Gotta Break Another Heart,Albert Hammond,0.602,0.605,7,-9.623,0,0.0456,0.1,0,0.0554,0.676,77.541
Some Guys Have All The Luck,Rod Stewart,0.751,0.617,2,-15.103,1,0.039,0.136,2.21e-05,0.0504,0.907,126.3
I'm Livin' In Shame,The Supremes,0.617,0.663,11,-11.801,0,0.038,0.788,0.000435,0.132,0.788,108.479
Hourglass,Squeeze,0.62,0.941,5,-2.915,0,0.047,0.0596,0,0.207,0.627,105.021
Try It On My Own,Whitney Houston,0.544,0.593,6,-5.887,1,0.0362,0.612,6.75e-06,0.146,0.139,135.877
Blowing Kisses In The Wind,Paula Abdul,0.524,0.544,6,-9.059,0,0.0337,0.574,0,0.236,0.261,147.674
Love Will Save The Day,Whitney Houston,0.758,0.843,1,-9.454,1,0.0482,0.197,4.11e-06,0.242,0.775,120.569
Grazing In The Grass,Hugh Masekela,0.595,0.857,1,-6.89,0,0.163,0.498,0,0.355,0.74,127.629
Believe,Staind,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949
Johnny B,Hooters,0.534,0.803,10,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983
Changes,David Bowie,0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934
Wadsyaname,Nelly,0.778,0.79,10,-7.187,0,0.116,0.123,0,0.122,0.174,79.996
Big Pimpin',Jay-Z Featuring UGK,0.88,0.814,11,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083
Can You Fool,Glen Campbell,0.581,0.242,10,-16.633,1,0.0369,0.684,0,0.0889,0.337,120.288
My First Night Without You,Cyndi Lauper,0.726,0.458,10,-10.172,1,0.0334,0.195,0.000306,0.111,0.504,104.059
Sexual,Goddess,0.805,0.602,0,-9.7,0,0.0579,0.119,0.000122,0.0581,0.744,94.382
My Mother's Eyes,Bette Midler,0.275,0.179,4,-15.7,1,0.0352,0.597,3.58e-05,0.144,0.146,121.689
Funny How Love Can Be,First Class,0.562,0.403,2,-9.507,1,0.0262,0.696,0,0.332,0.758,98.024
Chasin  The Wind,Chicago,0.467,0.307,0,-9.712,1,0.0284,0.556,0.00153,0.0968,0.119,103.808
Hysteria,Def Leppard,0.659,0.846,7,-5.508,1,0.0274,0.0318,0.0144,0.203,0.659,107.01
Power,The Temptations,0.542,0.914,0,-4.747,0,0.113,0.0161,0,0.744,0.576,153.993
Missing You,Dan Fogelberg,0.552,0.552,11,-9.736,0,0.0364,0.052,0,0.046,0.593,208.571
People Everyday,Arrested Development,0.839,0.508,1,-12.359,1,0.219,0.0126,3.06e-05,0.0928,0.874,80.014
C'mon N' Ride It (The Train),Quad City DJ's,0.843,0.959,6,-4.933,0,0.0914,0.0913,0,0.408,0.923,135.988
You Could Have Been With Me,Sheena Easton,0.292,0.269,5,-14.78,1,0.0303,0.381,0.000104,0.24,0.268,64.302
Into The Night,Benny Mardones,0.435,0.69,0,-6.635,0,0.0388,0.463,0,0.104,0.51,163.486
Always The Love Songs,Eli Young Band,0.474,0.766,4,-3.419,1,0.0291,0.291,1.38e-05,0.685,0.402,149.988
Garden In The Rain,Vic Dana,0.399,0.045,5,-19.162,1,0.0355,0.95,2.59e-06,0.112,0.15,175.164
Peanuts (La Cacahuata),Sunny & The Sunglows,0.737,0.338,0,-13.089,1,0.0514,0.69,0.123,0.541,0.97,115.001
Sadie,Spinners,0.378,0.334,1,-10.993,1,0.304,0.776,0,0.115,0.496,181.296
Sausalito (Is The Place To Go),Ohio Express,0.719,0.754,2,-8.703,1,0.0352,0.00504,0.323,0.197,0.966,137.72
Princess,Frank Gari,0.589,0.484,7,-11.613,1,0.0742,0.42,0.0385,0.109,0.0726,139.998
I Can't Leave You Alone,George McCrae,0.707,0.541,7,-8.062,1,0.0433,0.0567,0,0.404,0.638,118.071
Monsters And Angels,Voice Of The Beehive,0.573,0.557,9,-9.778,1,0.0283,0.000247,2.26e-05,0.271,0.519,81.536
Jambalaya (On the Bayou),John Fogerty,0.504,0.298,7,-10.719,1,0.0345,0.725,0,0.0693,0.884,164.084
Gettin' Jiggy Wit It,Will Smith,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-06,0.154,0.858,107.891
We've Got It Goin' On,Backstreet Boys,0.758,0.875,3,-4.518,0,0.0363,0.0851,0,0.227,0.91,112.966
Lucky Love,Ace Of Base,0.661,0.311,5,-13.288,1,0.0263,0.474,0.00366,0.105,0.234,143.966
This Bitter Earth,Dinah Washington,0.263,0.177,1,-15.702,1,0.0491,0.866,0.0102,0.259,0.271,80.8
Love No Limit,Mary J. Blige,0.558,0.695,11,-7.853,0,0.04,0.165,0.0017,0.216,0.621,169.564
Stutter,Elastica,0.742,0.934,6,-3.729,0,0.118,0.00178,0,0.0473,0.544,104.996
War,Edwin Starr,0.915,0.538,11,-5.954,0,0.307,0.00234,0,0.124,0.099,131.919
The Chokin' Kind,Joe Simon,0.55,0.496,3,-6.076,1,0.0999,0.413,0,0.12,0.5,142.041
Scars,Papa Roach,0.573,0.739,0,-5.74,1,0.129,0.0285,0,0.111,0.451,97.085
I Knew Jesus (Before He Was A Star),Glen Campbell,0.804,0.873,0,-6.456,1,0.0347,0.488,1.36e-06,0.383,0.98,124.431
Hot 'N' Nasty,Humble Pie,0.567,0.412,0,-15.775,1,0.0428,0.296,0.00159,0.107,0.804,131.062
Tainted Love,Soft Cell,0.5,0.501,0,-8.284,0,0.0376,0.462,0,0.26,0.623,144.438
Don't Take It Personal (Just One Of Dem Days),Monica,0.731,0.355,8,-12.741,1,0.0603,0.00864,5.14e-05,0.0579,0.529,175.72
You Gave Me A Mountain,Frankie Laine,0.548,0.319,0,-15.101,1,0.0299,0.834,0.0236,0.117,0.252,99.71
I' Been Watchin' You,South Side Movement,0.639,0.453,9,-9.683,1,0.0821,0.443,0.0857,0.294,0.809,89.04
Invisible,Clay Aiken,0.653,0.452,4,-11.143,0,0.055,0.838,7.73e-05,0.108,0.45,83.433
United Together,Aretha Franklin,0.783,0.667,9,-12.527,1,0.0977,0.17,0.893,0.11,0.6,139.0
Wipe Me Down,Lil Boosie Featuring Foxx & Webbie,0.836,0.906,1,-2.902,1,0.279,0.000426,0,0.227,0.718,165.091
Tonight,Eddie Fisher,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978
I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,0.64,0.884,6,-2.609,1,0.0428,0.0226,0,0.187,0.573,124.968
Let The Good Times Roll,Ray Charles,0.502,0.445,1,-9.562,1,0.0688,0.481,0,0.0823,0.939,140.988
Bulldog,The Fireballs,0.808,0.448,10,-6.192,0,0.0866,0.116,5.33e-06,0.148,0.602,124.011
The Great Escape,Boys Like Girls,0.423,0.94,1,-4.012,0,0.0635,0.00166,0,0.178,0.505,149.934
Love Won't Let Me Wait,Major Harris,0.569,0.205,9,-17.148,1,0.0358,0.919,1.94e-06,0.0894,0.327,115.705
I m Not Over You,CeCe Peniston,0.47,0.329,11,-8.623,1,0.0351,0.85,0,0.126,0.396,77.088
I'm The Lonely One,Cliff Richard,0.516,0.78,8,-4.004,0,0.0364,0.00136,0.000715,0.11,0.899,116.794
All Shook Up,Billy Joel,0.624,0.468,10,-12.162,1,0.132,0.881,6.35e-06,0.144,0.952,74.139
I Am A Rock,Simon & Garfunkel,0.66,0.611,0,-10.309,1,0.0392,0.423,1.11e-05,0.107,0.749,113.898
Only The Strong Survive,Jerry Butler,0.741,0.701,5,-7.74,1,0.0309,0.161,0.000679,0.0524,0.845,130.173
Who Will The Next Fool Be,Bobby Bland,0.604,0.454,0,-10.438,0,0.0282,0.822,0.00377,0.104,0.498,98.409
Your Last Goodbye,Floyd Cramer,0.329,0.182,7,-15.854,1,0.0298,0.932,0.412,0.13,0.368,179.159
How Much I Feel,Ambrosia,0.667,0.513,4,-7.96,1,0.026,0.305,0,0.0851,0.518,95.306
Winter World Of Love,Engelbert Humperdinck,0.449,0.353,3,-12.823,1,0.0292,0.828,0,0.228,0.298,93.013
Love Makes The World Go Round,Deon Jackson,0.641,0.347,0,-16.706,0,0.0413,0.564,0.00089,0.532,0.769,127.811
History Repeats Itself,Buddy Starcher,0.32,0.611,2,-8.673,1,0.04,0.164,0.924,0.062,0.142,87.014
Leave The Pieces,The Wreckers,0.514,0.679,6,-6.117,1,0.0273,0.0255,0,0.0594,0.496,164.109
I Like That,"Houston Featuring Chingy, Nate Dogg & I-20",0.665,0.692,6,-5.431,0,0.112,0.172,0,0.191,0.68,74.474
Johnny Freedom,Johnny Horton,0.669,0.527,7,-13.277,1,0.0376,0.742,0,0.609,0.799,98.467
When The Boy's Happy (The Girl's Happy Too),The Chiffons,0.486,0.916,4,-3.751,1,0.0625,0.606,0.013,0.221,0.684,75.619
"Baby, Help Me",Percy Sledge,0.799,0.62,1,-8.984,1,0.0358,0.694,1.08e-05,0.075,0.965,127.967
Sweet Thing,Chaka Khan,0.71,0.387,9,-12.82,1,0.0484,0.725,0.00617,0.113,0.806,80.557
Wannabe,Spice Girls,0.768,0.864,11,-6.145,1,0.0324,0.101,0,0.162,0.891,110.008
Funky Weekend,The Stylistics,0.724,0.748,0,-6.9,1,0.0313,0.0834,0.000221,0.301,0.689,100.888
Electric Kingdom,Twilight 22,0.819,0.624,6,-11.727,1,0.0599,0.00816,0.21,0.0523,0.706,127.179
Cat's Eye In The Window,Tommy James,0.509,0.973,11,-6.39,0,0.089,0.0951,0,0.458,0.772,129.893
Take Another Picture,Quarterflash,0.459,0.542,7,-15.051,1,0.0365,0.0135,2.58e-06,0.145,0.53,151.427
"The More You Ignore Me, The Closer I Get",Morrissey,0.41,0.663,6,-9.006,1,0.0274,0.0042,0.00277,0.136,0.794,173.878
Whispering,Nino Tempo And April Stevens,0.662,0.0868,1,-19.566,0,0.0414,0.947,0.93,0.102,0.0875,124.041
The Kill (Bury Me),30 Seconds To Mars,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99
That's The Way,Jo Dee Messina,0.703,0.7,5,-6.789,1,0.0693,0.302,0.471,0.0718,0.582,97.675
If You Want Me To Stay,Sly & The Family Stone,0.843,0.48,11,-11.574,0,0.0492,0.28,0.000782,0.108,0.762,101.993
How Low,Ludacris,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96
The Other Guy,Little River Band,0.567,0.726,6,-4.705,1,0.0309,0.216,0,0.12,0.319,141.92
Heart Attack,Olivia Newton-John,0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968
"Remember Me This Way (From ""Casper"")",Jordan Hill,0.48,0.199,0,-16.559,1,0.0324,0.755,0,0.0872,0.253,120.905
Point Of No Return,Gene McDaniels,0.581,0.83,5,-7.032,0,0.475,0.296,0,0.325,0.52,118.332
Kiss Kiss,Chris Brown Featuring T-Pain,0.569,0.85,1,-5.134,1,0.055,0.000279,0,0.337,0.769,162.061
Do You Mind?,Anthony Newley,0.412,0.548,10,-6.981,1,0.243,0.0173,0,0.181,0.176,81.293
Brilliant Disguise,Bruce Springsteen,0.703,0.726,9,-12.438,1,0.029,0.152,1.45e-06,0.0319,0.949,126.353
Think Of You,Usher,0.616,0.893,11,-3.588,1,0.0375,0.000937,0,0.111,0.567,111.959
Run To Me,The Bee Gees,0.399,0.322,9,-14.021,1,0.037,0.474,1.48e-05,0.335,0.33,145.743
Jingle Bell Rock,"Bobby Rydell,Chubby Checker,Chubby Checker",0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705
Tell Me Why,Expose,0.6,0.723,6,-4.928,0,0.158,0.109,0,0.167,0.463,149.881
Wait For You,Elliott Yamin,0.764,0.487,0,-6.734,1,0.0281,0.25,0,0.184,0.352,116.027
I Don't Care (Just as Long as You Love Me),Buck Owens,0.705,0.606,3,-6.445,1,0.0262,0.43,0,0.163,0.919,85.12
Lost In Your Eyes,The Jeff Healey Band,0.512,0.588,7,-8.591,1,0.0276,0.335,0.000806,0.0963,0.242,144.521
New Sensation,INXS,0.68,0.967,4,-2.771,1,0.0664,0.0661,1.75e-06,0.0808,0.895,115.748
Forever More,Puff Johnson,0.694,0.637,9,-5.896,1,0.0806,0.298,9.69e-06,0.123,0.506,83.982
Smarty Pants,First Choice,0.72,0.715,7,-14.355,0,0.262,0.369,0,0.0928,0.359,113.862
Wish You Didn't Have To Go,James & Bobby Purify,0.743,0.455,9,-11.207,1,0.0367,0.4,0,0.138,0.89,118.394
Everything In My Heart,Corey Hart,0.458,0.559,2,-10.325,1,0.037,0.43,0,0.133,0.604,159.939
Tough World,Donnie Iris,0.675,0.648,2,-10.1,1,0.0309,0.0054,8.43e-06,0.0958,0.613,114.52
Tell Me What You Dream,Restless Heart Featuring Warren Hill,0.666,0.464,0,-10.131,0,0.0257,0.117,0.00182,0.328,0.439,94.151
Soulshake,Peggy Scott & Jo Jo Benson,0.855,0.41,5,-12.085,1,0.055,0.459,0,0.0778,0.762,131.441
Lonesome Loser,Little River Band,0.466,0.548,0,-8.321,1,0.0252,0.0928,0,0.293,0.439,109.964
The Right Combination,Seiko And Donnie,0.618,0.266,0,-12.576,1,0.0298,0.61,0,0.192,0.747,119.221
Hello Mary Lou,Ricky Nelson,0.729,0.465,8,-14.402,1,0.0297,0.206,8.43e-06,0.0546,0.746,103.282
What Can I Do With This Broken Heart,England Dan & John Ford Coley,0.698,0.382,10,-14.782,1,0.0308,0.114,0,0.0629,0.87,105.116
Time,Hootie & The Blowfish,0.721,0.802,1,-5.797,1,0.0583,0.0921,0,0.694,0.724,124.022
Sweet Dreams,Air Supply,0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135
You're Gonna Miss This,Trace Adkins,0.5,0.665,8,-7.157,1,0.0355,0.0237,6.41e-05,0.0994,0.32,154.997
Let's Stomp,Bobby Comstock,0.385,0.868,5,-6.246,1,0.217,0.000395,0.0543,0.311,0.268,127.971
Speedy Gonzales,Pat Boone,0.589,0.447,11,-12.912,1,0.0748,0.821,0,0.0999,0.789,146.845
Break Your Promise,The Delfonics,0.333,0.506,7,-7.069,1,0.0299,0.799,0,0.0883,0.522,151.507
Pepino The Italian Mouse,Lou Monte,0.792,0.529,1,-8.872,1,0.143,0.697,0,0.066,0.874,125.551
Get No Better,Cassidy Featuring Mashonda,0.665,0.851,6,-5.862,1,0.407,0.356,0,0.105,0.7,92.449
Imagine,David Archuleta,0.729,0.475,8,-4.985,1,0.0364,0.378,0,0.12,0.371,62.52
I've Got A Rock 'N' Roll Heart,Eric Clapton,0.725,0.73,9,-6.514,1,0.0299,0.312,0,0.161,0.805,100.021
Walk On With The Duke,Gene Chandler,0.601,0.589,5,-8.451,1,0.0418,0.725,0.00681,0.12,0.862,116.505
Invisible,Ashlee Simpson,0.653,0.452,4,-11.143,0,0.055,0.838,7.73e-05,0.108,0.45,83.433
After Loving You,Della Reese,0.537,0.401,2,-14.872,1,0.0321,0.766,0.0355,0.402,0.769,120.891
Annie Get Your Yo-Yo,Little Junior Parker,0.561,0.559,10,-6.026,1,0.174,0.766,0,0.342,0.504,81.535
Wonderful,Everclear,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542
Born To Be Together,The Ronettes,0.309,0.562,7,-8.014,1,0.033,0.229,0.0749,0.294,0.27,133.706
You Were Made For Me,Freddie & The Dreamers,0.469,0.326,2,-11.327,1,0.0321,0.807,0,0.104,0.617,97.38
Pump Up The Volume,M/A/R/R/S,0.765,0.592,7,-15.634,1,0.0631,0.000924,0.578,0.0484,0.52,113.236
Without Love,Donna Lewis,0.581,0.878,10,-5.227,1,0.119,0.426,0,0.176,0.431,98.04
Don't,Billy Currington,0.765,0.356,11,-5.556,0,0.195,0.223,0,0.0963,0.189,96.991
Show Me,The Cover Girls,0.791,0.267,5,-11.997,1,0.0415,0.674,0.534,0.102,0.544,165.99
You're All I Need To Get By,Tony Orlando,0.513,0.448,11,-11.074,0,0.0325,0.135,0,0.0678,0.172,97.63
I Like To Live The Love,B.B. King,0.793,0.53,10,-7.696,1,0.0311,0.154,5.05e-05,0.0838,0.764,87.183
Have You Forgotten?,Darryl Worley,0.478,0.625,7,-5.975,1,0.0341,0.0515,0,0.116,0.343,160.196
Indian Love Call,Ray Stevens,0.242,0.261,3,-7.895,1,0.0335,0.97,0.000253,0.1,0.386,203.913
Let Me Be The One,Blessid Union Of Souls,0.505,0.283,9,-8.37,1,0.0429,0.827,0,0.0732,0.316,123.964
Why,The Beatles,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004
Everybody Loves Me But You,Brenda Lee,0.379,0.845,9,-8.844,1,0.0358,0.0595,0,0.0371,0.75,147.506
Marry For Money,Trace Adkins,0.607,0.834,4,-4.902,1,0.0856,0.0418,0.000355,0.421,0.687,125.924
Rough Lover,Aretha Franklin,0.686,0.785,0,-4.277,1,0.203,0.809,1.02e-05,0.13,0.789,81.067
Death Of An Angel,The Kingsmen,0.566,0.534,5,-7.209,0,0.0381,0.028,0,0.0954,0.773,119.82
Catch My Fall,Billy Idol,0.669,0.783,7,-5.943,1,0.0288,0.0102,0.0375,0.223,0.676,131.473
The Hoochi Coochi Coo,Hank Ballard & The Midnighters,0.611,0.678,3,-6.723,0,0.243,0.00701,8.43e-06,0.431,0.493,137.864
The Raven,The Alan Parsons Project,0.32,0.399,9,-10.774,0,0.0294,0.663,0.151,0.109,0.341,84.21
How Do You Do?,Mouth & MacNeal,0.784,0.763,7,-4.82,1,0.25,0.201,0,0.129,0.702,145.891
Making Love,Roberta Flack,0.388,0.72,7,-5.541,1,0.033,0.202,0.000288,0.283,0.554,141.283
Ko-Ko Joe,Jerry Reed,0.723,0.868,9,-7.451,1,0.0427,0.415,2.62e-06,0.309,0.837,102.836
Maria Elena,Los Indios Tabajaras,0.784,0.801,8,-5.157,1,0.0337,0.53,0,0.0862,0.969,104.769
Bright Lights Big City,Jimmy Reed,0.61,0.744,7,-6.219,0,0.0357,0.15,1.58e-06,0.115,0.457,126.976
You Were Always There,Donna Fargo,0.211,0.0905,9,-16.471,0,0.0365,0.958,0.871,0.0921,0.0399,69.864
Wide River,Steve Miller Band,0.709,0.727,11,-5.534,1,0.0295,0.123,1.31e-05,0.0733,0.961,124.892
Keep This Train A-Rollin',The Doobie Brothers,0.701,0.67,7,-8.725,0,0.0396,0.446,0.000368,0.102,0.958,89.649
Ice Cream Paint Job,Dorrough,0.851,0.598,0,-8.356,1,0.439,0.000595,0,0.343,0.654,180.046
Cupid,Sam Cooke,0.72,0.744,1,-6.938,0,0.12,0.237,0,0.255,0.619,78.953
I'll Be Seeing You,Frank Sinatra,0.355,0.0304,1,-20.479,1,0.0361,0.989,0.0555,0.116,0.188,90.495
Disco Queen,Hot Chocolate,0.782,0.793,7,-7.231,1,0.111,0.0719,2.5e-05,0.0681,0.785,105.562
Mama Let Him Play,Doucette,0.456,0.509,2,-16.604,1,0.0319,0.0716,0.00584,0.57,0.791,136.301
Tomboy,Ronnie Dove,0.755,0.87,1,-2.414,0,0.0936,0.00988,0,0.0917,0.645,124.032
This D.J.,Warren G,0.804,0.443,6,-10.268,0,0.134,0.0312,0.0225,0.112,0.58,92.035
Hold Back The Night,The Trammps,0.77,0.762,0,-6.746,1,0.147,0.373,1.56e-05,0.0616,0.495,127.642
Girlfriend,Bow Wow & Omarion,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983
Chuck E.'s In Love,Rickie Lee Jones,0.792,0.267,9,-16.974,1,0.103,0.284,0,0.144,0.718,113.402
Smooth,Santana Featuring Rob Thomas,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928
One Day Of Your Life,Andy Williams,0.632,0.702,11,-5.301,1,0.0289,0.0676,0,0.228,0.902,88.036
Some Things Are Better Left Unsaid,Daryl Hall  John Oates,0.714,0.749,9,-8.009,0,0.0299,0.044,2.62e-05,0.0683,0.567,118.846
Batman & His Grandmother,Dickie Goodman,0.493,0.574,7,-11.55,1,0.466,0.792,0,0.47,0.665,127.317
Reach Out,Giorgio Moroder (Featuring Paul Engeman),0.607,0.599,3,-8.908,0,0.0282,0.0253,0,0.188,0.735,119.842
I Wanna Get Next To You,Rose Royce,0.62,0.179,0,-19.981,1,0.0314,0.835,0.03,0.0928,0.675,130.864
Back In My Arms Again,Genya Ravan,0.696,0.521,0,-11.168,1,0.0273,0.0182,1.47e-05,0.404,0.479,121.215
Satisfaction,Otis Redding,0.793,0.698,11,-3.626,1,0.104,0.163,0.145,0.0745,0.339,130.017
Hurt,Christina Aguilera,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379
Slow Twistin',"Chubby Checker,Dee Dee Sharp",0.804,0.689,8,-6.892,1,0.0319,0.126,0,0.0391,0.924,120.279
Dear Delilah,Grapefruit,0.354,0.375,5,-6.638,1,0.0287,0.272,2.76e-05,0.108,0.312,90.48
Walk On,Neil Young,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522
Runaway,Lawrence Welk,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733
Long Live Rock,The Who,0.405,0.964,0,-7.456,1,0.0573,0.13,0.000224,0.18,0.378,143.099
Kate,Johnny Cash,0.608,0.171,7,-16.822,1,0.0314,0.915,0.188,0.111,0.3,142.827
Dance The Night Away,Van Halen,0.709,0.861,0,-2.905,1,0.0941,0.106,4.73e-05,0.113,0.779,118.089
Primal Scream,Motley Crue,0.588,0.958,0,-5.491,1,0.0547,0.000603,0.0114,0.038,0.423,103.241
If A Woman Answers (Hang Up The Phone),Leroy Van Dyke,0.637,0.493,0,-11.062,1,0.0342,0.748,0,0.265,0.908,137.269
